season_year,personId,personName,games_played,minutes,fieldGoalsMade,fieldGoalsAttempted,threePointersMade,threePointersAttempted,freeThrowsMade,freeThrowsAttempted,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,points,position,teamTricode,minutes_per_game,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,threepointers_per_game,field_goal_percentage,three_point_percentage,free_throw_percentage
2016-17,1713,Vince Carter,73,0.0,193,490,112,296,88,115,36,191,227,133,60,36,50,586,F,MEM,0.0,8.027397260273972,3.1095890410958904,1.821917808219178,0.821917808219178,0.4931506849315068,0.684931506849315,1.5342465753424657,0.39387755102040817,0.3783783783783784,0.7652173913043478
2016-17,1717,Dirk Nowitzki,54,0.0,296,678,79,209,98,112,23,330,353,82,30,38,51,769,C,DAL,0.0,14.24074074074074,6.537037037037037,1.5185185185185186,0.5555555555555556,0.7037037037037037,0.9444444444444444,1.462962962962963,0.4365781710914454,0.37799043062200954,0.875
2016-17,1718,Paul Pierce,25,0.0,28,70,15,43,10,13,1,47,48,10,4,5,16,81,F,LAC,0.0,3.24,1.92,0.4,0.16,0.2,0.64,0.6,0.4,0.3488372093023256,0.7692307692307693
2016-17,1891,Jason Terry,74,0.0,105,243,73,171,24,29,15,91,106,98,46,20,36,307,,MIL,0.0,4.148648648648648,1.4324324324324325,1.3243243243243243,0.6216216216216216,0.2702702702702703,0.4864864864864865,0.9864864864864865,0.43209876543209874,0.4269005847953216,0.8275862068965517
2016-17,1897,Metta World Peace,25,0.0,19,68,9,38,10,16,5,15,20,11,10,2,7,57,G,LAL,0.0,2.28,0.8,0.44,0.4,0.08,0.28,0.36,0.27941176470588236,0.23684210526315788,0.625
2016-17,1938,Manu Ginobili,69,0.0,171,439,89,227,86,107,28,129,157,183,82,16,96,517,,SAS,0.0,7.492753623188406,2.2753623188405796,2.652173913043478,1.1884057971014492,0.2318840579710145,1.391304347826087,1.289855072463768,0.3895216400911162,0.3920704845814978,0.8037383177570093
2016-17,2034,Mike Miller,20,0.0,9,23,8,20,2,2,2,36,38,22,2,0,13,28,,DEN,0.0,1.4,1.9,1.1,0.1,0.0,0.65,0.4,0.391304347826087,0.4,1.0
2016-17,2037,Jamal Crawford,82,0.0,359,870,116,322,174,203,17,112,129,214,61,14,134,1008,G,LAC,0.0,12.292682926829269,1.5731707317073171,2.6097560975609757,0.7439024390243902,0.17073170731707318,1.6341463414634145,1.4146341463414633,0.4126436781609195,0.36024844720496896,0.8571428571428571
2016-17,2199,Tyson Chandler,47,0.0,153,228,0,0,91,124,153,386,539,30,33,24,65,397,C,PHX,0.0,8.446808510638299,11.46808510638298,0.6382978723404256,0.7021276595744681,0.5106382978723404,1.3829787234042554,0.0,0.6710526315789473,0.0,0.7338709677419355
2016-17,2200,Pau Gasol,64,0.0,303,604,56,104,130,184,107,394,501,150,24,70,81,792,C,SAS,0.0,12.375,7.828125,2.34375,0.375,1.09375,1.265625,0.875,0.5016556291390728,0.5384615384615384,0.7065217391304348
2016-17,2207,Joe Johnson,78,0.0,273,626,106,258,63,77,33,210,243,144,36,18,69,715,F,UTA,0.0,9.166666666666666,3.1153846153846154,1.8461538461538463,0.46153846153846156,0.23076923076923078,0.8846153846153846,1.358974358974359,0.43610223642172524,0.4108527131782946,0.8181818181818182
2016-17,2210,Richard Jefferson,79,0.0,153,343,62,186,80,108,28,175,203,78,26,10,52,448,F,CLE,0.0,5.670886075949367,2.569620253164557,0.9873417721518988,0.3291139240506329,0.12658227848101267,0.6582278481012658,0.7848101265822784,0.446064139941691,0.3333333333333333,0.7407407407407407
2016-17,2216,Zach Randolph,73,0.0,433,964,21,94,141,193,182,416,598,122,38,10,99,1028,F,MEM,0.0,14.082191780821917,8.191780821917808,1.6712328767123288,0.5205479452054794,0.136986301369863,1.356164383561644,0.2876712328767123,0.4491701244813278,0.22340425531914893,0.7305699481865285
2016-17,2225,Tony Parker,63,0.0,265,569,23,69,85,117,9,104,113,285,34,2,89,638,G,SAS,0.0,10.126984126984127,1.7936507936507937,4.523809523809524,0.5396825396825397,0.031746031746031744,1.4126984126984128,0.36507936507936506,0.46572934973637964,0.3333333333333333,0.7264957264957265
2016-17,2365,Chris Andersen,12,0.0,9,22,0,3,10,14,9,22,31,5,5,7,5,28,,CLE,0.0,2.3333333333333335,2.5833333333333335,0.4166666666666667,0.4166666666666667,0.5833333333333334,0.4166666666666667,0.0,0.4090909090909091,0.0,0.7142857142857143
2016-17,2399,Mike Dunleavy,53,0.0,93,220,53,134,36,45,18,97,115,50,15,7,28,275,G,"ATL, CLE",0.0,5.188679245283019,2.169811320754717,0.9433962264150944,0.2830188679245283,0.1320754716981132,0.5283018867924528,1.0,0.42272727272727273,0.39552238805970147,0.8
2016-17,2403,Nene Hilario,67,0.0,245,397,3,9,116,197,95,187,282,65,56,39,73,609,C,HOU,0.0,9.08955223880597,4.208955223880597,0.9701492537313433,0.835820895522388,0.582089552238806,1.0895522388059702,0.04477611940298507,0.6171284634760705,0.3333333333333333,0.5888324873096447
2016-17,2440,Matt Barnes,74,0.0,185,473,87,263,70,89,70,314,384,195,48,26,107,527,F,"GSW, SAC",0.0,7.121621621621622,5.1891891891891895,2.635135135135135,0.6486486486486487,0.35135135135135137,1.445945945945946,1.1756756756756757,0.39112050739957716,0.33079847908745247,0.7865168539325843
2016-17,2449,Luis Scola,36,0.0,71,151,17,50,25,37,51,88,139,37,14,4,34,184,C,BKN,0.0,5.111111111111111,3.861111111111111,1.0277777777777777,0.3888888888888889,0.1111111111111111,0.9444444444444444,0.4722222222222222,0.47019867549668876,0.34,0.6756756756756757
2016-17,2544,LeBron James,74,0.0,736,1344,124,342,358,531,97,542,639,646,92,44,303,1954,F,CLE,0.0,26.405405405405407,8.635135135135135,8.72972972972973,1.2432432432432432,0.5945945945945946,4.094594594594595,1.6756756756756757,0.5476190476190477,0.36257309941520466,0.6741996233521658
2016-17,2546,Carmelo Anthony,74,0.0,602,1389,151,421,304,365,62,376,438,213,60,34,153,1659,F,NYK,0.0,22.41891891891892,5.918918918918919,2.8783783783783785,0.8108108108108109,0.4594594594594595,2.0675675675675675,2.0405405405405403,0.4334053275737941,0.3586698337292161,0.8328767123287671
